event_id,time,angle,pol_x,pol_y,pol_z,energy
420,4.019086,25.252665,0.992818,0.000000,0.119637,30.000000
421,4.020527,25.261715,0.991694,0.000000,0.128616,30.000000
422,4.025562,25.293351,0.987130,0.000000,0.159920,30.000000
423,4.052870,25.464934,0.945330,0.000000,0.326117,30.000000
424,4.070282,25.574339,0.904070,0.000000,0.427385,30.000000
425,4.072672,25.589356,0.897550,0.000000,0.440912,30.000000
426,4.093576,25.720693,0.832078,0.000000,0.554658,30.000000
427,4.099368,25.757090,0.811344,0.000000,0.584569,30.000000
428,4.119018,25.880556,0.733177,0.000000,0.680038,30.000000
429,4.136218,25.988621,0.655554,0.000000,0.755148,30.000000
430,4.142857,26.030340,0.623489,0.000000,0.781832,30.000000
431,4.152907,26.093482,0.572913,0.000000,0.819616,30.000000
432,4.165515,26.172701,0.506255,0.000000,0.862384,30.000000
433,4.166385,26.178172,0.501529,0.000000,0.865141,30.000000
434,4.177408,26.247426,0.440460,0.000000,0.897772,30.000000
435,4.179090,26.257999,0.430944,0.000000,0.902379,30.000000
436,4.182136,26.277135,0.413598,0.000000,0.910459,30.000000
437,4.182235,26.277755,0.413034,0.000000,0.910716,30.000000
438,4.187626,26.311629,0.381953,0.000000,0.924182,30.000000
439,4.193898,26.351036,0.345246,0.000000,0.938512,30.000000
440,4.194076,26.352157,0.344194,0.000000,0.938898,30.000000
441,4.194094,26.352272,0.344086,0.000000,0.938938,30.000000
442,4.204995,26.420760,0.279024,0.000000,0.960284,30.000000
443,4.217462,26.499093,0.203023,0.000000,0.979174,30.000000
444,4.250472,26.706502,-0.002964,0.000000,0.999996,30.000000
445,4.268189,26.817820,-0.114033,0.000000,0.993477,30.000000
446,4.268429,26.819333,-0.115537,0.000000,0.993303,30.000000
447,4.278860,26.884869,-0.180340,0.000000,0.983604,30.000000
448,4.278945,26.885404,-0.180866,0.000000,0.983508,30.000000
449,4.281161,26.899329,-0.194543,0.000000,0.980894,30.000000
450,4.286708,26.934182,-0.228605,0.000000,0.973519,30.000000
451,4.290613,26.958715,-0.252418,0.000000,0.967618,30.000000
452,4.303160,27.037553,-0.327839,0.000000,0.944734,30.000000
453,4.319399,27.139586,-0.422361,0.000000,0.906428,30.000000
454,4.325143,27.175676,-0.454792,0.000000,0.890598,30.000000
455,4.342282,27.283362,-0.547877,0.000000,0.836559,30.000000
456,4.351935,27.344013,-0.597576,0.000000,0.801812,30.000000
457,4.357979,27.381988,-0.627587,0.000000,0.778546,30.000000
458,4.359587,27.392093,-0.635423,0.000000,0.772165,30.000000
459,4.373719,27.480885,-0.701391,0.000000,0.712777,30.000000
460,4.418671,27.763329,-0.872254,0.000000,0.489054,30.000000
461,4.437034,27.878707,-0.922755,0.000000,0.385387,30.000000
462,4.441069,27.904059,-0.932228,0.000000,0.361871,30.000000
463,4.445047,27.929056,-0.940982,0.000000,0.338458,30.000000
464,4.462045,28.035853,-0.971698,0.000000,0.236227,30.000000
465,4.467132,28.067816,-0.978751,0.000000,0.205053,30.000000
466,4.471232,28.093581,-0.983709,0.000000,0.179770,30.000000
467,4.472284,28.100190,-0.984875,0.000000,0.173265,30.000000
468,4.488983,28.205109,-0.997605,0.000000,0.069170,30.000000
469,4.494241,28.238149,-0.999345,0.000000,0.036177,30.000000
470,4.506078,28.312525,-0.999271,0.000000,-0.038182,30.000000
471,4.533157,28.482665,-0.978377,0.000000,-0.206828,30.000000
472,4.534940,28.493868,-0.975999,0.000000,-0.217775,30.000000
473,4.539036,28.519605,-0.970072,0.000000,-0.242819,30.000000
474,4.545155,28.558053,-0.960021,0.000000,-0.279928,30.000000
475,4.546086,28.563900,-0.958368,0.000000,-0.285537,30.000000
476,4.546632,28.567329,-0.957383,0.000000,-0.288821,30.000000
477,4.548961,28.581966,-0.953053,0.000000,-0.302803,30.000000
478,4.552132,28.601888,-0.946832,0.000000,-0.321728,30.000000
479,4.552773,28.605920,-0.945527,0.000000,-0.325543,30.000000
480,4.558954,28.644750,-0.932177,0.000000,-0.362003,30.000000
481,4.567632,28.699281,-0.911061,0.000000,-0.412272,30.000000
482,4.571362,28.722716,-0.901150,0.000000,-0.433508,30.000000
483,4.574855,28.744663,-0.891419,0.000000,-0.453180,30.000000
484,4.588095,28.827851,-0.850681,0.000000,-0.525682,30.000000
485,4.589068,28.833965,-0.847451,0.000000,-0.530874,30.000000
486,4.605004,28.934093,-0.790140,0.000000,-0.612927,30.000000
487,4.606049,28.940660,-0.786098,0.000000,-0.618102,30.000000
488,4.607810,28.951723,-0.779212,0.000000,-0.626760,30.000000
489,4.615541,29.000301,-0.747857,0.000000,-0.663859,30.000000
490,4.622850,29.046221,-0.716595,0.000000,-0.697489,30.000000
491,4.627742,29.076959,-0.694821,0.000000,-0.719182,30.000000
492,4.642605,29.170348,-0.624727,0.000000,-0.780843,30.000000
493,4.662186,29.293379,-0.524179,0.000000,-0.851608,30.000000
494,4.663414,29.301092,-0.517596,0.000000,-0.855625,30.000000
495,4.664191,29.305975,-0.513411,0.000000,-0.858143,30.000000
496,4.680281,29.407071,-0.424182,0.000000,-0.905577,30.000000
497,4.682389,29.420317,-0.412151,0.000000,-0.911116,30.000000
498,4.689646,29.465914,-0.370193,0.000000,-0.928955,30.000000
499,4.698765,29.523208,-0.316390,0.000000,-0.948629,30.000000
500,4.704515,29.559340,-0.281916,0.000000,-0.959439,30.000000
501,4.707614,29.578813,-0.263180,0.000000,-0.964747,30.000000
502,4.740116,29.783027,-0.062063,0.000000,-0.998072,30.000000
503,4.741471,29.791541,-0.053563,0.000000,-0.998564,30.000000
504,4.792986,30.115219,0.266817,0.000000,-0.963747,30.000000
505,4.794695,30.125955,0.277148,0.000000,-0.960827,30.000000
506,4.796898,30.139797,0.290421,0.000000,-0.956899,30.000000
507,4.809431,30.218547,0.364799,0.000000,-0.931086,30.000000
508,4.818797,30.277392,0.418926,0.000000,-0.908020,30.000000
509,4.866511,30.577191,0.668404,0.000000,-0.743799,30.000000
510,4.875459,30.633414,0.709145,0.000000,-0.705063,30.000000
511,4.878101,30.650013,0.720750,0.000000,-0.693195,30.000000
512,4.896459,30.765357,0.795739,0.000000,-0.605639,30.000000
513,4.897749,30.773465,0.800623,0.000000,-0.599168,30.000000
514,4.906027,30.825475,0.830690,0.000000,-0.556736,30.000000
515,4.909313,30.846126,0.842009,0.000000,-0.539464,30.000000
516,4.910824,30.855618,0.847091,0.000000,-0.531447,30.000000
517,4.913179,30.870412,0.854860,0.000000,-0.518858,30.000000
518,4.913185,30.870449,0.854880,0.000000,-0.518826,30.000000
519,4.917881,30.899959,0.869816,0.000000,-0.493376,30.000000
520,4.965297,31.197879,0.976322,0.000000,-0.216323,30.000000
521,4.975038,31.259087,0.987726,0.000000,-0.156198,30.000000
522,4.976037,31.265361,0.988686,0.000000,-0.149997,30.000000
523,4.987475,31.337227,0.996905,0.000000,-0.078619,30.000000
524,4.991659,31.363521,0.998627,0.000000,-0.052382,30.000000
525,5.003404,31.437316,0.999771,0.000000,0.021388,30.000000
526,5.021721,31.552404,0.990701,0.000000,0.136054,30.000000
527,5.041180,31.674665,0.966714,0.000000,0.255861,30.000000
528,5.046403,31.707485,0.957797,0.000000,0.287445,30.000000
529,5.061081,31.799712,0.927254,0.000000,0.374433,30.000000
530,5.069304,31.851375,0.906681,0.000000,0.421817,30.000000
531,5.076963,31.899499,0.885339,0.000000,0.464945,30.000000
532,5.085479,31.953008,0.859206,0.000000,0.511630,30.000000
533,5.091936,31.993578,0.837747,0.000000,0.546058,30.000000
534,5.098027,32.031847,0.816242,0.000000,0.577710,30.000000
535,5.108579,32.098149,0.776173,0.000000,0.630520,30.000000
536,5.112344,32.121802,0.761044,0.000000,0.648700,30.000000
537,5.131488,32.242089,0.677703,0.000000,0.735336,30.000000
538,5.136087,32.270988,0.656172,0.000000,0.754611,30.000000
539,5.182309,32.561411,0.412605,0.000000,0.910910,30.000000
540,5.182548,32.562907,0.411241,0.000000,0.911527,30.000000
541,5.183018,32.565864,0.408544,0.000000,0.912739,30.000000
542,5.190784,32.614657,0.363541,0.000000,0.931578,30.000000
543,5.194102,32.635503,0.344044,0.000000,0.938954,30.000000
544,5.225391,32.832099,0.154009,0.000000,0.988069,30.000000
545,5.252075,32.999760,-0.013037,0.000000,0.999915,30.000000
546,5.269321,33.108122,-0.121101,0.000000,0.992640,30.000000
547,5.296287,33.277552,-0.286747,0.000000,0.958006,30.000000
548,5.297081,33.282543,-0.291524,0.000000,0.956564,30.000000
549,5.300731,33.305475,-0.313381,0.000000,0.949627,30.000000
550,5.306511,33.341795,-0.347658,0.000000,0.937621,30.000000
551,5.312461,33.379175,-0.382455,0.000000,0.923974,30.000000
552,5.315697,33.399511,-0.401165,0.000000,0.916006,30.000000
553,5.320741,33.431203,-0.429988,0.000000,0.902834,30.000000
554,5.326910,33.469964,-0.464652,0.000000,0.885494,30.000000
555,5.329554,33.486574,-0.479295,0.000000,0.877654,30.000000
556,5.337774,33.538224,-0.523967,0.000000,0.851739,30.000000
557,5.345398,33.586126,-0.564149,0.000000,0.825673,30.000000
558,5.347534,33.599546,-0.575179,0.000000,0.818028,30.000000
559,5.349086,33.609297,-0.583128,0.000000,0.812380,30.000000
560,5.354413,33.642769,-0.609988,0.000000,0.792410,30.000000
561,5.364849,33.708343,-0.660602,0.000000,0.750737,30.000000
562,5.388230,33.855246,-0.763376,0.000000,0.645954,30.000000
563,5.392985,33.885126,-0.782334,0.000000,0.622860,30.000000
564,5.412515,34.007835,-0.852690,0.000000,0.522418,30.000000
565,5.415988,34.029659,-0.863887,0.000000,0.503686,30.000000
566,5.430044,34.117974,-0.904945,0.000000,0.425528,30.000000
567,5.448627,34.234733,-0.948355,0.000000,0.317210,30.000000
568,5.463116,34.325768,-0.973266,0.000000,0.229682,30.000000
569,5.475072,34.400890,-0.987759,0.000000,0.155989,30.000000
570,5.475224,34.401849,-0.987908,0.000000,0.155042,30.000000
571,5.476107,34.407397,-0.988753,0.000000,0.149559,30.000000
572,5.481035,34.438358,-0.992909,0.000000,0.118880,30.000000
573,5.483671,34.454919,-0.994741,0.000000,0.102420,30.000000
574,5.487591,34.479549,-0.996962,0.000000,0.077891,30.000000
575,5.489703,34.492821,-0.997908,0.000000,0.064653,30.000000
576,5.508787,34.612730,-0.998476,0.000000,-0.055183,30.000000
577,5.508817,34.612919,-0.998466,0.000000,-0.055371,30.000000
578,5.569002,34.991070,-0.907480,0.000000,-0.420096,30.000000
579,5.574977,35.028616,-0.891071,0.000000,-0.453864,30.000000
580,5.578459,35.050493,-0.880929,0.000000,-0.473248,30.000000
581,5.600605,35.189642,-0.806775,0.000000,-0.590859,30.000000
582,5.607553,35.233295,-0.780222,0.000000,-0.625503,30.000000
583,5.609209,35.243698,-0.773672,0.000000,-0.633586,30.000000
584,5.611090,35.255520,-0.766128,0.000000,-0.642688,30.000000
585,5.652711,35.517030,-0.573921,0.000000,-0.818911,30.000000
586,5.677635,35.673631,-0.439179,0.000000,-0.898400,30.000000
587,5.679400,35.684722,-0.429188,0.000000,-0.903215,30.000000
588,5.696621,35.792923,-0.329139,0.000000,-0.944281,30.000000
589,5.700441,35.816926,-0.306381,0.000000,-0.951909,30.000000
590,5.704956,35.845297,-0.279255,0.000000,-0.960217,30.000000
591,5.714575,35.905732,-0.220750,0.000000,-0.975330,30.000000
592,5.731050,36.009250,-0.118785,0.000000,-0.992920,30.000000
593,5.743344,36.086497,-0.041807,0.000000,-0.999126,30.000000
594,5.764938,36.222172,0.093719,0.000000,-0.995599,30.000000
595,5.771388,36.262697,0.133978,0.000000,-0.990984,30.000000
596,5.777813,36.303071,0.173868,0.000000,-0.984769,30.000000
597,5.798331,36.431987,0.299026,0.000000,-0.954245,30.000000
598,5.803415,36.463934,0.329354,0.000000,-0.944207,30.000000
599,5.803847,36.466649,0.331915,0.000000,-0.943309,30.000000
600,5.811673,36.515820,0.377879,0.000000,-0.925855,30.000000
601,5.812280,36.519633,0.381406,0.000000,-0.924407,30.000000
602,5.816452,36.545848,0.405506,0.000000,-0.914092,30.000000
603,5.819629,36.565810,0.423672,0.000000,-0.905816,30.000000
604,5.825640,36.603574,0.457568,0.000000,-0.889174,30.000000
605,5.827225,36.613532,0.466400,0.000000,-0.884574,30.000000
606,5.835982,36.668555,0.514341,0.000000,-0.857586,30.000000
607,5.841131,36.700911,0.541815,0.000000,-0.840498,30.000000
608,5.850418,36.759263,0.589910,0.000000,-0.807469,30.000000
609,5.874785,36.912362,0.706151,0.000000,-0.708062,30.000000
610,5.883032,36.964179,0.741876,0.000000,-0.670538,30.000000
611,5.887002,36.989124,0.758370,0.000000,-0.651824,30.000000
612,5.892467,37.023463,0.780301,0.000000,-0.625404,30.000000
613,5.904369,37.098247,0.824847,0.000000,-0.565356,30.000000
614,5.907526,37.118081,0.835897,0.000000,-0.548886,30.000000
615,5.909473,37.130312,0.842548,0.000000,-0.538622,30.000000
616,5.919726,37.194734,0.875475,0.000000,-0.483263,30.000000
617,5.923840,37.220584,0.887674,0.000000,-0.460473,30.000000
618,5.933755,37.282883,0.914620,0.000000,-0.404314,30.000000
619,5.957578,37.432569,0.964687,0.000000,-0.263398,30.000000
620,5.966168,37.486538,0.977491,0.000000,-0.210976,30.000000
621,5.979414,37.569766,0.991646,0.000000,-0.128986,30.000000
622,5.980984,37.579629,0.992870,0.000000,-0.119198,30.000000
623,6.000422,37.701766,0.999996,0.000000,0.002654,30.000000
624,6.009723,37.760206,0.998134,0.000000,0.061056,30.000000
625,6.017496,37.809041,0.993964,0.000000,0.109707,30.000000
626,6.025205,37.857479,0.987486,0.000000,0.157706,30.000000
627,6.031157,37.894875,0.980900,0.000000,0.194515,30.000000
628,6.038808,37.942948,0.970419,0.000000,0.241427,30.000000
629,6.065141,38.108407,0.917402,0.000000,0.397963,30.000000
630,6.065853,38.112879,0.915613,0.000000,0.402061,30.000000
631,6.072140,38.152381,0.899020,0.000000,0.437907,30.000000
632,6.077306,38.184841,0.884335,0.000000,0.466854,30.000000
633,6.097501,38.311731,0.818145,0.000000,0.575012,30.000000
634,6.100152,38.328383,0.808457,0.000000,0.588556,30.000000
635,6.107398,38.373915,0.780830,0.000000,0.624744,30.000000
636,6.112513,38.406054,0.760351,0.000000,0.649512,30.000000
637,6.122078,38.466150,0.719970,0.000000,0.694006,30.000000
638,6.127026,38.497237,0.698050,0.000000,0.716049,30.000000
639,6.167009,38.748463,0.498133,0.000000,0.867100,30.000000
640,6.176117,38.805686,0.447727,0.000000,0.894170,30.000000
641,6.179690,38.828135,0.427543,0.000000,0.903995,30.000000
642,6.190502,38.896070,0.365191,0.000000,0.930933,30.000000
643,6.199610,38.953296,0.311349,0.000000,0.950296,30.000000
644,6.203310,38.976548,0.289170,0.000000,0.957278,30.000000
645,6.212959,39.037170,0.230643,0.000000,0.973038,30.000000
646,6.223202,39.101528,0.167585,0.000000,0.985858,30.000000
647,6.227997,39.131661,0.137807,0.000000,0.990459,30.000000
648,6.232237,39.158297,0.111379,0.000000,0.993778,30.000000
649,6.232344,39.158973,0.110708,0.000000,0.993853,30.000000
650,6.240343,39.209233,0.060638,0.000000,0.998160,30.000000
651,6.240969,39.213164,0.056714,0.000000,0.998390,30.000000
652,6.247538,39.254440,0.015467,0.000000,0.999880,30.000000
653,6.248876,39.262844,0.007064,0.000000,0.999975,30.000000
654,6.271131,39.402681,-0.132383,0.000000,0.991199,30.000000
655,6.277187,39.440731,-0.169993,0.000000,0.985445,30.000000
656,6.278026,39.446003,-0.175186,0.000000,0.984535,30.000000
657,6.294278,39.548114,-0.274631,0.000000,0.961550,30.000000
658,6.305220,39.616866,-0.340039,0.000000,0.940411,30.000000
659,6.316173,39.685682,-0.403898,0.000000,0.914804,30.000000
660,6.319572,39.707042,-0.423344,0.000000,0.905969,30.000000
661,6.322751,39.727015,-0.441354,0.000000,0.897333,30.000000
662,6.322960,39.728327,-0.442530,0.000000,0.896754,30.000000
663,6.329548,39.769726,-0.479266,0.000000,0.877670,30.000000
664,6.330231,39.774012,-0.483023,0.000000,0.875608,30.000000
665,6.334617,39.801575,-0.506971,0.000000,0.861963,30.000000
666,6.360723,39.965600,-0.640917,0.000000,0.767610,30.000000
667,6.371116,40.030900,-0.689640,0.000000,0.724152,30.000000
668,6.375148,40.056236,-0.707764,0.000000,0.706449,30.000000
669,6.384399,40.114363,-0.747609,0.000000,0.664139,30.000000
670,6.385259,40.119767,-0.751187,0.000000,0.660089,30.000000
671,6.385310,40.120088,-0.751399,0.000000,0.659848,30.000000
672,6.408976,40.268783,-0.840862,0.000000,0.541249,30.000000
673,6.414182,40.301491,-0.858113,0.000000,0.513461,30.000000
674,6.423371,40.359232,-0.886314,0.000000,0.463085,30.000000
675,6.450000,40.526545,-0.951056,0.000000,0.309018,30.000000
676,6.457337,40.572645,-0.964287,0.000000,0.264860,30.000000
677,6.470490,40.655290,-0.982860,0.000000,0.184354,30.000000
678,6.509952,40.903238,-0.998045,0.000000,-0.062493,30.000000
679,6.515313,40.936918,-0.995375,0.000000,-0.096065,30.000000
680,6.519343,40.962239,-0.992624,0.000000,-0.121236,30.000000
681,6.523766,40.990032,-0.988871,0.000000,-0.148773,30.000000
682,6.539302,41.087647,-0.969664,0.000000,-0.244440,30.000000
683,6.552709,41.171883,-0.945660,0.000000,-0.325157,30.000000
684,6.556728,41.197140,-0.937147,0.000000,-0.348936,30.000000
685,6.560496,41.220809,-0.928626,0.000000,-0.371018,30.000000
686,6.581406,41.352191,-0.872018,0.000000,-0.489474,30.000000
687,6.607400,41.515521,-0.780821,0.000000,-0.624754,30.000000
688,6.612933,41.550283,-0.758637,0.000000,-0.651514,30.000000
689,6.613024,41.550854,-0.758264,0.000000,-0.651947,30.000000
690,6.630273,41.659235,-0.683295,0.000000,-0.730143,30.000000
691,6.644189,41.746672,-0.616924,0.000000,-0.787023,30.000000
692,6.649631,41.780863,-0.589660,0.000000,-0.807651,30.000000
693,6.652241,41.797262,-0.576337,0.000000,-0.817212,30.000000
694,6.660963,41.852067,-0.530707,0.000000,-0.847556,30.000000
695,6.680035,41.971899,-0.425580,0.000000,-0.904921,30.000000
696,6.683229,41.991966,-0.407335,0.000000,-0.913279,30.000000
697,6.686985,42.015565,-0.385672,0.000000,-0.922636,30.000000
698,6.702879,42.115433,-0.291762,0.000000,-0.956491,30.000000
699,6.705890,42.134352,-0.273614,0.000000,-0.961840,30.000000
700,6.710825,42.165356,-0.243667,0.000000,-0.969859,30.000000
701,6.715624,42.195509,-0.214317,0.000000,-0.976764,30.000000
702,6.723800,42.246883,-0.163875,0.000000,-0.986481,30.000000
703,6.730555,42.289323,-0.121874,0.000000,-0.992546,30.000000
704,6.730719,42.290357,-0.120848,0.000000,-0.992671,30.000000
705,6.735930,42.323094,-0.088292,0.000000,-0.996095,30.000000
706,6.741296,42.356815,-0.054659,0.000000,-0.998505,30.000000
707,6.742166,42.362278,-0.049203,0.000000,-0.998789,30.000000
708,6.743206,42.368811,-0.042677,0.000000,-0.999089,30.000000
709,6.755088,42.443471,0.031965,0.000000,-0.999489,30.000000
710,6.759031,42.468242,0.056711,0.000000,-0.998391,30.000000
711,6.768602,42.528378,0.116611,0.000000,-0.993178,30.000000
712,6.781441,42.609048,0.196265,0.000000,-0.980551,30.000000
713,6.781697,42.610658,0.197843,0.000000,-0.980234,30.000000
714,6.782315,42.614539,0.201646,0.000000,-0.979458,30.000000
715,6.787315,42.645955,0.232312,0.000000,-0.972641,30.000000
716,6.793177,42.682789,0.267972,0.000000,-0.963427,30.000000
717,6.808073,42.776383,0.356840,0.000000,-0.934166,30.000000
718,6.838333,42.966514,0.526954,0.000000,-0.849894,30.000000
719,6.847722,43.025506,0.576146,0.000000,-0.817347,30.000000
720,6.849679,43.037803,0.586153,0.000000,-0.810200,30.000000
721,6.856823,43.082688,0.621916,0.000000,-0.783084,30.000000
722,6.862848,43.120543,0.651107,0.000000,-0.758986,30.000000
723,6.864363,43.130068,0.658307,0.000000,-0.752750,30.000000
724,6.864816,43.132913,0.660446,0.000000,-0.750873,30.000000
725,6.872415,43.180659,0.695530,0.000000,-0.718497,30.000000
726,6.874567,43.194179,0.705181,0.000000,-0.709028,30.000000
727,6.890750,43.295861,0.773510,0.000000,-0.633785,30.000000
728,6.911777,43.427974,0.850257,0.000000,-0.526368,30.000000
729,6.913894,43.441275,0.857183,0.000000,-0.515013,30.000000
730,6.933358,43.563572,0.913608,0.000000,-0.406596,30.000000
731,6.938591,43.596450,0.926480,0.000000,-0.376344,30.000000
732,6.939992,43.605253,0.929757,0.000000,-0.368174,30.000000
733,6.943965,43.630218,0.938658,0.000000,-0.344851,30.000000
734,6.948929,43.661409,0.948956,0.000000,-0.315409,30.000000
735,6.969088,43.788069,0.981197,0.000000,-0.193009,30.000000
736,6.980415,43.859243,0.992438,0.000000,-0.122744,30.000000
737,6.987318,43.902616,0.996827,0.000000,-0.079597,30.000000
738,7.004104,44.008083,0.999668,0.000000,0.025783,30.000000
739,7.009074,44.039309,0.998375,0.000000,0.056981,30.000000
740,7.011394,44.053887,0.997439,0.000000,0.071529,30.000000
741,7.012960,44.063726,0.996686,0.000000,0.081339,30.000000
742,7.043902,44.258138,0.962196,0.000000,0.272357,30.000000
743,7.073011,44.441041,0.896609,0.000000,0.442822,30.000000
744,7.096284,44.587265,0.822521,0.000000,0.568735,30.000000
745,7.097954,44.597757,0.816508,0.000000,0.577334,30.000000
746,7.104692,44.640099,0.791338,0.000000,0.611379,30.000000
747,7.131825,44.810581,0.676141,0.000000,0.736772,30.000000
748,7.140294,44.863790,0.636000,0.000000,0.771689,30.000000
749,7.145202,44.894629,0.611903,0.000000,0.790933,30.000000
750,7.158734,44.979653,0.542525,0.000000,0.840039,30.000000
751,7.165103,45.019671,0.508484,0.000000,0.861072,30.000000
752,7.170805,45.055497,0.477314,0.000000,0.878733,30.000000
753,7.184489,45.141478,0.400090,0.000000,0.916476,30.000000
754,7.187510,45.160456,0.382627,0.000000,0.923903,30.000000
755,7.191560,45.185903,0.358995,0.000000,0.933340,30.000000
756,7.195330,45.209594,0.336784,0.000000,0.941582,30.000000
757,7.201073,45.245674,0.302600,0.000000,0.953118,30.000000
758,7.209497,45.298608,0.251747,0.000000,0.967793,30.000000
759,7.219993,45.364556,0.187422,0.000000,0.982279,30.000000
760,7.222252,45.378745,0.173466,0.000000,0.984840,30.000000
761,7.225762,45.400802,0.151704,0.000000,0.988426,30.000000
762,7.226521,45.405571,0.146988,0.000000,0.989138,30.000000
763,7.232185,45.441161,0.111699,0.000000,0.993742,30.000000
764,7.232433,45.442714,0.110156,0.000000,0.993914,30.000000
765,7.247931,45.540096,0.012997,0.000000,0.999916,30.000000
766,7.260981,45.622092,-0.068944,0.000000,0.997621,30.000000
767,7.278615,45.732886,-0.178825,0.000000,0.983881,30.000000
768,7.288480,45.794872,-0.239430,0.000000,0.970914,30.000000
769,7.304596,45.896130,-0.336348,0.000000,0.941738,30.000000
770,7.309897,45.929438,-0.367523,0.000000,0.930014,30.000000
771,7.312041,45.942909,-0.380018,0.000000,0.924979,30.000000
772,7.314394,45.957695,-0.393653,0.000000,0.919259,30.000000
773,7.321636,46.003197,-0.435058,0.000000,0.900402,30.000000
774,7.326996,46.036872,-0.465127,0.000000,0.885244,30.000000
775,7.332238,46.069809,-0.494027,0.000000,0.869447,30.000000
776,7.335098,46.087780,-0.509571,0.000000,0.860428,30.000000
777,7.339251,46.113873,-0.531847,0.000000,0.846841,30.000000
778,7.362306,46.258732,-0.648520,0.000000,0.761197,30.000000
779,7.390479,46.435751,-0.772429,0.000000,0.635101,30.000000
780,7.409704,46.556543,-0.843330,0.000000,0.537397,30.000000
781,7.415993,46.596061,-0.863902,0.000000,0.503659,30.000000
782,7.416674,46.600335,-0.866047,0.000000,0.499962,30.000000
783,7.418572,46.612261,-0.871948,0.000000,0.489598,30.000000
784,7.424736,46.650991,-0.890252,0.000000,0.455469,30.000000
785,7.448961,46.803204,-0.949020,0.000000,0.315217,30.000000
786,7.450369,46.812051,-0.951771,0.000000,0.306809,30.000000
787,7.459896,46.871906,-0.968420,0.000000,0.249326,30.000000
788,7.466615,46.914125,-0.978080,0.000000,0.208230,30.000000
789,7.470645,46.939448,-0.983039,0.000000,0.183397,30.000000
790,7.494105,47.086852,-0.999314,0.000000,0.037030,30.000000
791,7.501560,47.133693,-0.999952,0.000000,-0.009803,30.000000
792,7.511328,47.195065,-0.997468,0.000000,-0.071115,30.000000
793,7.518473,47.239958,-0.993272,0.000000,-0.115808,30.000000
794,7.519099,47.243891,-0.992808,0.000000,-0.119714,30.000000
795,7.519996,47.249528,-0.992118,0.000000,-0.125308,30.000000
796,7.529842,47.311392,-0.982473,0.000000,-0.186406,30.000000
797,7.535597,47.347555,-0.975091,0.000000,-0.221805,30.000000
798,7.538495,47.365763,-0.970891,0.000000,-0.239521,30.000000
799,7.544402,47.402874,-0.961336,0.000000,-0.275380,30.000000
800,7.546857,47.418298,-0.956974,0.000000,-0.290174,30.000000
801,7.554628,47.467126,-0.941670,0.000000,-0.336536,30.000000
802,7.554971,47.469280,-0.940943,0.000000,-0.338564,30.000000
803,7.570505,47.566888,-0.903470,0.000000,-0.428651,30.000000
804,7.581216,47.634187,-0.872599,0.000000,-0.488437,30.000000
805,7.596638,47.731084,-0.821252,0.000000,-0.570565,30.000000
806,7.598181,47.740778,-0.815683,0.000000,-0.578499,30.000000
807,7.605642,47.787658,-0.787676,0.000000,-0.616090,30.000000
808,7.616921,47.858527,-0.742074,0.000000,-0.670318,30.000000
809,7.620481,47.880896,-0.726895,0.000000,-0.686748,30.000000
810,7.621286,47.885953,-0.723413,0.000000,-0.690415,30.000000
811,7.631875,47.952487,-0.675910,0.000000,-0.736984,30.000000
812,7.634728,47.970409,-0.662594,0.000000,-0.748979,30.000000
813,7.643802,48.027425,-0.618837,0.000000,-0.785520,30.000000
814,7.680072,48.255317,-0.425369,0.000000,-0.905020,30.000000
815,7.681351,48.263350,-0.418085,0.000000,-0.908408,30.000000
816,7.682167,48.268482,-0.413418,0.000000,-0.910541,30.000000
817,7.693236,48.338027,-0.349145,0.000000,-0.937069,30.000000
818,7.700397,48.383022,-0.306643,0.000000,-0.951825,30.000000
819,7.703387,48.401810,-0.288707,0.000000,-0.957417,30.000000
820,7.708147,48.431716,-0.259950,0.000000,-0.965622,30.000000
821,7.724444,48.534114,-0.159883,0.000000,-0.987136,30.000000
822,7.733589,48.591575,-0.102928,0.000000,-0.994689,30.000000
823,7.747763,48.680631,-0.014054,0.000000,-0.999901,30.000000
824,7.752923,48.713054,0.018367,0.000000,-0.999831,30.000000
825,7.766907,48.800918,0.106032,0.000000,-0.994363,30.000000
826,7.781458,48.892341,0.196370,0.000000,-0.980530,30.000000
827,7.781713,48.893946,0.197944,0.000000,-0.980213,30.000000
828,7.793619,48.968749,0.270645,0.000000,-0.962679,30.000000
829,7.817849,49.120994,0.413512,0.000000,-0.910499,30.000000
830,7.818451,49.124776,0.416952,0.000000,-0.908928,30.000000
831,7.863945,49.410625,0.656326,0.000000,-0.754478,30.000000
832,7.884908,49.542339,0.749729,0.000000,-0.661745,30.000000
833,7.896413,49.614629,0.795567,0.000000,-0.605866,30.000000
834,7.899077,49.631362,0.805593,0.000000,-0.592469,30.000000
835,7.908389,49.689871,0.838860,0.000000,-0.544348,30.000000
836,7.915826,49.736603,0.863373,0.000000,-0.504566,30.000000
837,7.937679,49.873911,0.924310,0.000000,-0.381642,30.000000
838,7.940221,49.889877,0.930286,0.000000,-0.366836,30.000000
839,7.949319,49.947043,0.949725,0.000000,-0.313085,30.000000
840,7.951251,49.959183,0.953456,0.000000,-0.301532,30.000000
841,7.980581,50.143470,0.992566,0.000000,-0.121710,30.000000
842,7.991244,50.210468,0.998487,0.000000,-0.054987,30.000000
